,First Name,Last Name,Query_text,Arxiv-id,Time,Subject,Count,Inst_Count,Raw_Count,Arxiv_id,Contributor_0,Contributor_1,Contributor_2,Contributor_3,Contributor_4,Contributor_5,Contributor_6,Contributor_7,Contributor_8,Contributor_10,Contributor_9,Contributor_11,Contributor_12,Contributor_13,Contributor_14,Contributor_15,Contributor_16,Contributor_17,Contributor_18,Contributor_19,Contributor_20,Contributor_21,Contributor_22,Contributor_23,Contributor_24,Contributor_25,Contributor_26,Contributor_27,Contributor_28,Contributor_29,Contributor_30,Contributor_31,Contributor_32,Contributor_33,Contributor_34,Contributor_35,Contributor_36,Contributor_37,Contributor_38,Contributor_39,Contributor_40,Contributor_41,Contributor_42,Contributor_43,Contributor_44,Contributor_45,Contributor_46,Contributor_47,Contributor_48,Contributor_49,Contributor_50,Contributor_51,Contributor_52,Contributor_53,Contributor_54,Contributor_55,Contributor_56,Contributor_57,Contributor_58,Contributor_59,Contributor_60,Contributor_61,Contributor_62,Contributor_63,Contributor_64,Contributor_65,Contributor_66,Contributor_67,Contributor_68,Contributor_69,Contributor_70,Contributor_71,Contributor_72,Contributor_73,Contributor_74,Contributor_75,Contributor_100,Contributor_101,Contributor_102,Contributor_103,Contributor_104,Contributor_105,Contributor_106,Contributor_107,Contributor_108,Contributor_109,Contributor_110,Contributor_111,Contributor_112,Contributor_113,Contributor_114,Contributor_115,Contributor_116,Contributor_117,Contributor_118,Contributor_119,Contributor_120,Contributor_121,Contributor_122,Contributor_123,Contributor_124,Contributor_125,Contributor_126,Contributor_127,Contributor_128,Contributor_129,Contributor_130,Contributor_131,Contributor_132,Contributor_133,Contributor_134,Contributor_135,Contributor_136,Contributor_137,Contributor_138,Contributor_139,Contributor_140,Contributor_141,Contributor_142,Contributor_143,Contributor_144,Contributor_145,Contributor_146,Contributor_147,Contributor_148,Contributor_149,Contributor_150,Contributor_151,Contributor_152,Contributor_153,Contributor_154,Contributor_155,Contributor_156,Contributor_157,Contributor_158,Contributor_159,Contributor_160,Contributor_161,Contributor_162,Contributor_163,Contributor_164,Contributor_76,Contributor_77,Contributor_78,Contributor_79,Contributor_80,Contributor_81,Contributor_82,Contributor_83,Contributor_84,Contributor_85,Contributor_86,Contributor_87,Contributor_88,Contributor_89,Contributor_90,Contributor_91,Contributor_92,Contributor_93,Contributor_94,Contributor_95,Contributor_96,Contributor_97,Contributor_98,Contributor_99,Contributor_165,Contributor_166,Contributor_167,Contributor_168,Contributor_169,Contributor_170,Contributor_171,Contributor_172,Contributor_173,Contributor_174,Contributor_175,Contributor_176,Contributor_177,Contributor_178,Contributor_179,Contributor_180,Contributor_181,Contributor_182,Contributor_183,Contributor_184,Contributor_185,Contributor_186,Contributor_187,Contributor_188,Contributor_189,Contributor_190,Contributor_191,Contributor_192,Contributor_193,Contributor_194,Contributor_195,Contributor_196,Contributor_197,Contributor_198,Contributor_199
14,David,Hogg,Hogg_D,,1998-07-27,[astro-ph],182.0,134.0,183.0,astro-ph/9807262v3,David W. Hogg,Andrew S. Fruchter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,David,Hogg,Hogg_D,,2004-12-17,[physics.ed-ph],182.0,134.0,183.0,physics/0412107v2,Sanjoy Mahajan,David W. Hogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,David,Hogg,Hogg_D,,2008-08-07,"[physics.pop-ph, astro-ph, gr-qc, physics.ed-ph]",182.0,134.0,183.0,0808.1081v2,Emory F. Bunn,David W. Hogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,David,Hogg,Hogg_D,,2008-10-21,"[astro-ph, cs.CV, physics.data-an]",182.0,134.0,183.0,0810.3851v1,David W. Hogg,Dustin Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,David,Hogg,Hogg_D,,2008-10-30,[astro-ph],182.0,134.0,183.0,0810.5553v2,Surhud More,Jo Bovy,David W. Hogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,David,Hogg,Hogg_D,,2010-08-04,"[astro-ph.IM, astro-ph.SR, physics.data-an]",182.0,134.0,183.0,1008.0738v1,David W. Hogg,Dustin Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,David,Hogg,Hogg_D,,2011-06-06,[astro-ph.CO],182.0,134.0,183.0,1106.1180v1,P. Tsalmantza,R. Decarli,M. Dotti,David W. Hogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,David,Hogg,Hogg_D,,2008-05-08,[astro-ph],182.0,134.0,183.0,0805.1200v2,Jo Bovy,David W. Hogg,John Moustakas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,David,Hogg,Hogg_D,,2009-10-13,[astro-ph.IM],182.0,134.0,183.0,0910.2375v3,Adrian M. Price-Whelan,David W. Hogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,David,Hogg,Hogg_D,,2010-10-12,[astro-ph.GA],182.0,134.0,183.0,1010.2502v2,Adi Zolotov,David W. Hogg,Beth Willman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,David,Hogg,Hogg_D,,2011-03-30,[astro-ph.IM],182.0,134.0,183.0,1103.6038v2,Dustin Lang,David W. Hogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,David,Hogg,Hogg_D,,2014-01-23,"[astro-ph.IM, astro-ph.EP]",182.0,134.0,183.0,1401.6128v2,Fengji Hou,Jonathan Goodman,David W. Hogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,David,Hogg,Hogg_D,,2009-12-17,[astro-ph.GA],182.0,134.0,183.0,0912.3262v2,Jo Bovy,David W. Hogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,David,Hogg,Hogg_D,,2011-03-31,"[astro-ph.CO, astro-ph.HE]",182.0,134.0,183.0,1104.0010v3,Dmitry Malyshev,David W. Hogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,David,Hogg,Hogg_D,,2012-06-19,"[astro-ph.IM, astro-ph.CO, astro-ph.GA]",182.0,134.0,183.0,1206.4306v3,Ross Fadely,David W. Hogg,Beth Willman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,David,Hogg,Hogg_D,,2014-06-05,"[cs.CV, astro-ph.IM]",182.0,134.0,183.0,1406.1528v1,Dustin Lang,David W. Hogg,Bernhard Scholkopf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,David,Hogg,Hogg_D,,1996-02-22,[astro-ph],182.0,134.0,183.0,astro-ph/9602120v1,J. G. Cohen,D. W. Hogg,M. A. Pahre,R. Blandford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,David,Hogg,Hogg_D,,1997-11-14,[astro-ph],182.0,134.0,183.0,astro-ph/9711154v3,David W. Hogg,Edwin L. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,David,Hogg,Hogg_D,,2000-06-20,[astro-ph],182.0,134.0,183.0,astro-ph/0006284v2,David W. Hogg,Judith G. Cohen,Roger Blandford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,David,Hogg,Hogg_D,,2004-06-10,[astro-ph],182.0,134.0,183.0,astro-ph/0406274v2,Nicholas Wherry,Michael R. Blanton,David W. Hogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,David,Hogg,Hogg_D,,2007-08-23,[astro-ph],182.0,134.0,183.0,0708.3240v1,Morad Masjedi,David W. Hogg,Michael R. Blanton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,David,Hogg,Hogg_D,,2007-12-05,[astro-ph],182.0,134.0,183.0,0712.0823v1,W. K. M. Rice,P. J. Armitage,D. F. Hogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,David,Hogg,Hogg_D,,2010-08-27,"[astro-ph.IM, physics.data-an]",182.0,134.0,183.0,1008.4686v1,David W. Hogg,Jo Bovy,Dustin Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,David,Hogg,Hogg_D,,2009-03-30,"[astro-ph.EP, astro-ph.GA, gr-qc, physics.class-ph, physics.data-an]",182.0,134.0,183.0,0903.5308v3,Jo Bovy,Iain Murray,David W. Hogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,David,Hogg,Hogg_D,,2012-03-28,[astro-ph.IM],182.0,134.0,183.0,1203.6255v2,Rory Holmes,David W. Hogg,Hans-Walter Rix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,David,Hogg,Hogg_D,,2009-05-19,"[stat.ME, astro-ph.GA, physics.data-an, stat.AP, stat.CO]",182.0,134.0,183.0,0905.2979v2,Jo Bovy,David W. Hogg,Sam T. Roweis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
